Season,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Player ID,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2016-2017,Paul Byron,MTL,F,80.3,30.6,85.3,,95.8,92.9,85.3,19.7,47.7,83.6,69.1,35.2,53.2,59.1,55.8,84,293,63,,9.0,31,63,339,221,61,131,274,198,173,187,421,273,190,Third Line,81.0,1220.4666666666667,22.0,21.0,43.0,13.66051374947602,63.1578947368421,56.02367383707229,8474038,L,69.0,164.0,1989-04-27,CAN,2007.0,6.0,179.0,L,27,"[None, 29, 56, 62, 87]","[None, 40, 33, 8, 51]","[None, 43, 81, 55, 91]","[None, 'CGY', 'CGY', 'MTL', 'MTL']"
2016-2017,Paul Stastny,STL,F,82.9,89.5,72.9,86.8,43.7,57.2,56.5,45.1,68.2,6.9,6.2,57.7,81.7,79.6,97.6,73,45,115,37.0,108.0,181,184,232,135,335,396,179,78,87,11,421,273,190,First Line,66.0,1263.2166666666667,18.0,22.0,40.0,13.956074238959518,60.0,52.120318454734935,8471669,C,72.0,193.0,1985-12-27,CAN,2005.0,2.0,44.0,L,30,"[81, 96, 82, 79, 82]","[81, 95, 95, 94, 81]","[72, 88, 58, 30, 89]","['COL', 'COL', 'STL', 'STL', 'STL']"
2016-2017,Pavel Buchnevich,NYR,F,42.5,44.9,53.4,44.3,,62.9,77.2,55.3,84.8,47.1,26.4,66.0,97.4,43.0,41.8,243,233,197,153.0,,157,97,189,65,193,311,144,12,241,246,421,273,190,Fourth Line,41.0,543.6,8.0,12.0,20.0,7.6736277201131005,57.77777777777777,52.80874475936561,8477402,L,73.0,196.0,1995-04-17,RUS,2013.0,3.0,75.0,L,21,"[None, None, None, None, 46]","[None, None, None, None, 46]","[None, None, None, None, 53]","[None, None, None, None, 'NYR']"
2016-2017,Pavel Zacha,NJD,F,26.6,10.0,50.4,27.1,,21.6,3.6,2.9,45.6,78.7,30.4,58.9,5.2,16.2,10.5,310,380,210,200.0,,331,407,410,230,81,294,174,400,354,378,421,273,190,Third Line,70.0,1001.55,8.0,16.0,24.0,7.138230952379453,34.883720930232556,45.30184826700708,8478401,C,76.0,211.0,1997-04-06,CZE,2015.0,1.0,6.0,L,19,"[None, None, None, None, 30]","[None, None, None, None, 10]","[None, None, None, None, 50]","[None, None, None, None, 'NJD']"
2016-2017,Peter Holland,ARI,F,6.4,15.7,26.1,18.3,,15.4,22.6,54.6,29.2,24.5,50.8,31.1,11.2,7.1,40.9,395,356,312,224.0,,357,327,192,299,267,208,291,375,392,250,421,273,190,Fourth Line,48.0,612.0,5.0,7.0,12.0,7.3918234615466165,37.2093023255814,43.14827153883062,8475180,C,74.0,193.0,1991-01-14,CAN,2009.0,1.0,15.0,L,25,"[28, 15, 8, 10, 9]","[34, 26, 8, 23, 20]","[58, 24, 18, 45, 22]","['ANA', 'TOR', 'TOR', 'TOR', 'ARI']"
2016-2017,Phil Kessel,PIT,F,48.2,83.4,0.2,94.5,,89.1,82.2,75.8,81.2,60.8,0.2,95.2,82.9,76.7,57.2,219,71,421,16.0,,47,76,103,80,141,421,21,73,99,181,421,273,190,Second Line,82.0,1470.9833333333331,23.0,48.0,71.0,22.43468943750505,58.24175824175825,48.061166562872586,8473548,R,71.0,208.0,1987-10-02,USA,2006.0,1.0,5.0,R,28,"[81, 89, 37, 78, 24]","[93, 98, 92, 84, 76]","[0, 0, 0, 1, 0]","['TOR', 'TOR', 'TOR', 'PIT', 'PIT']"
2016-2017,Phillip Danault,MTL,F,54.4,71.7,87.4,,23.2,25.7,31.4,55.1,50.8,10.5,54.2,20.0,19.7,73.6,68.9,193,120,54,,147.0,314,290,190,208,321,194,338,339,112,132,421,273,190,Second Line,82.0,1277.7,13.0,27.0,40.0,13.591478995774226,55.12820512820513,56.83242500655689,8476479,C,73.0,200.0,1993-02-24,CAN,2011.0,1.0,26.0,L,23,"[None, None, None, 37, 65]","[None, None, None, 54, 78]","[None, None, None, 64, 93]","[None, None, None, 'MTL', 'MTL']"
2016-2017,Phillip Di Giuseppe,CAR,F,9.0,41.3,24.7,,,13.1,7.1,74.6,64.8,19.7,89.3,86.9,4.8,60.3,37.1,384,248,318,,,367,392,108,149,285,46,56,402,168,266,421,273,190,Fourth Line,36.0,442.65,1.0,6.0,7.0,6.1287077162537695,27.58620689655172,52.89817379259972,8476858,L,72.0,193.0,1993-10-09,CAN,2012.0,2.0,38.0,L,22,"[None, None, None, 13, 13]","[None, None, None, 35, 46]","[None, None, None, 23, 33]","[None, None, None, 'CAR', 'CAR']"
2016-2017,Pierre-Edouard Bellemare,PHI,F,45.4,17.8,86.2,,82.6,21.9,13.1,11.9,4.0,52.0,63.7,40.6,27.3,4.3,35.6,231,347,59,,34.0,330,367,372,405,176,154,251,307,404,272,421,273,190,Fourth Line,82.0,1063.5666666666666,4.0,4.0,8.0,6.258721169803657,47.5,47.26989799097904,8477930,L,71.0,198.0,1985-03-06,FRA,,,,L,31,"[None, None, 52, 33, 56]","[None, None, 49, 40, 10]","[None, None, 74, 40, 95]","[None, None, 'PHI', 'PHI', 'PHI']"
2016-2017,Radek Faksa,DAL,F,67.7,63.2,64.1,,70.0,12.4,41.3,85.7,42.3,82.4,59.1,12.8,31.4,61.8,69.1,137,156,152,,58.0,370,248,61,244,66,173,368,290,162,131,421,273,190,Second Line,80.0,1293.8,12.0,21.0,33.0,15.906938219229541,45.88235294117647,52.39858465520872,8476889,C,75.0,216.0,1994-01-09,CZE,2012.0,1.0,13.0,L,22,"[None, None, None, 47, 77]","[None, None, None, 42, 71]","[None, None, None, 51, 73]","[None, None, None, 'DAL', 'DAL']"
2016-2017,Radim Vrbata,ARI,F,11.9,35.2,5.2,70.0,,89.5,65.3,33.7,72.2,24.9,4.0,33.0,20.2,4.5,78.6,372,274,400,83.0,,45,147,280,118,265,405,283,337,403,91,421,273,190,Second Line,81.0,1368.6833333333334,20.0,35.0,55.0,17.19743279929369,43.95604395604395,39.500812163567936,8468085,R,73.0,194.0,1981-06-13,CZE,1999.0,7.0,212.0,R,35,"[32, 45, 56, 8, 14]","[58, 71, 39, 44, 33]","[16, 23, 30, 14, 2]","['PHX', 'PHX', 'VAN', 'VAN', 'ARI']"
2016-2017,Reid Boucher,VAN,F,20.4,21.4,20.2,40.3,,60.8,73.2,58.9,37.3,57.0,36.8,50.1,18.8,18.1,84.3,336,332,337,164.0,,166,114,174,265,157,267,211,343,346,67,421,273,190,Fourth Line,39.0,465.15,6.0,4.0,10.0,5.766335760570564,40.74074074074074,37.755423167843816,8476423,C,70.0,195.0,1993-09-08,USA,2011.0,4.0,99.0,L,22,"[None, None, None, 29, 20]","[None, None, None, 24, 24]","[None, None, None, 28, 16]","[None, None, None, 'NJD', 'VAN']"
2016-2017,Reilly Smith,FLA,F,82.4,79.6,63.9,52.4,94.7,55.8,51.3,51.8,46.8,64.8,39.0,34.2,54.2,66.0,68.4,75,87,153,131.0,11.0,187,206,204,225,131,258,278,194,144,134,421,273,190,First Line,80.0,1468.2666666666669,15.0,22.0,37.0,16.536363263004514,44.0,50.55315786565492,8475191,R,73.0,185.0,1991-04-01,CAN,2009.0,3.0,69.0,L,25,"[53, 74, 76, 90, 74]","[59, 76, 80, 79, 79]","[45, 74, 62, 59, 67]","['DAL', 'BOS', 'BOS', 'FLA', 'FLA']"
2016-2017,Rene Bourque,COL,F,1.2,9.0,17.6,21.6,,31.8,24.9,43.7,15.7,7.6,65.8,26.6,5.5,24.9,43.7,417,384,348,215.0,,288,317,238,356,332,145,310,399,317,238,421,273,190,Third Line,65.0,906.3666666666668,12.0,6.0,18.0,10.68533314196194,36.231884057971016,45.66238758193328,8471504,R,74.0,217.0,1981-12-10,CAN,,,,L,34,"[23, 5, 1, 7, 1]","[10, 7, 14, 14, 7]","[31, 17, 5, 33, 16]","['MTL', 'MTL', 'MTL', 'CBJ', 'COL']"
2016-2017,Richard Panik,CHI,F,24.2,30.2,35.6,20.5,,76.0,89.3,78.1,28.3,34.9,82.9,40.9,93.3,67.2,49.2,320,295,272,218.0,,102,46,93,303,234,73,250,29,139,215,421,273,190,Third Line,82.0,1208.1666666666667,22.0,21.0,43.0,19.019553841362473,57.47126436781609,51.6694803900911,8475209,R,74.0,203.0,1991-02-07,SVK,2009.0,2.0,52.0,L,25,"[67, 36, 49, 37, 20]","[47, 28, 18, 22, 44]","[39, 40, 74, 48, 23]","['TBL', 'TBL', 'TOR', 'CHI', 'CHI']"
2016-2017,Rick Nash,NYR,F,80.8,92.4,8.1,44.7,65.3,67.5,88.4,98.3,72.7,77.7,35.9,77.7,90.3,48.0,92.6,82,33,388,152.0,67.0,138,50,8,116,85,271,95,42,220,32,421,273,190,Second Line,67.0,1103.1,23.0,15.0,38.0,22.072273192954952,51.35135135135135,50.8258571918421,8470041,L,76.0,211.0,1984-06-16,CAN,2002.0,1.0,1.0,L,32,"[82, 88, 93, 51, 83]","[91, 91, 97, 86, 92]","[3, 15, 8, 5, 11]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2016-2017,Rickard Rakell,ANA,F,83.4,69.4,73.4,14.3,,99.3,97.9,84.8,45.8,62.0,62.5,83.8,86.7,83.1,39.9,71,130,113,235.0,,4,10,65,229,136,159,69,57,72,254,421,273,190,Second Line,71.0,1234.4166666666667,33.0,18.0,51.0,20.66965675782073,59.7560975609756,54.73297614460528,8476483,R,73.0,194.0,1993-05-05,SWE,2011.0,1.0,30.0,R,23,"[None, None, 49, 78, 89]","[None, None, 64, 62, 70]","[None, None, 65, 67, 76]","[None, None, 'ANA', 'ANA', 'ANA']"
2016-2017,Riley Nash,BOS,F,72.0,53.9,95.5,,70.5,5.7,22.3,50.6,23.5,72.7,59.9,39.2,10.7,41.1,20.0,119,195,20,,57.0,398,328,209,323,103,170,257,377,249,338,421,273,190,Third Line,81.0,1118.2333333333331,7.0,10.0,17.0,12.59130532135317,40.909090909090914,52.777685094968106,8474062,C,73.0,187.0,1989-05-09,CAN,2007.0,1.0,21.0,R,27,"[31, 65, 66, 66, 74]","[45, 64, 45, 60, 50]","[27, 61, 83, 79, 97]","['CAR', 'CAR', 'CAR', 'CAR', 'BOS']"
2016-2017,Riley Sheahan,DET,F,33.3,70.1,53.9,50.9,16.8,1.7,6.7,44.9,23.8,25.7,50.4,48.7,6.9,23.3,38.0,282,127,195,135.0,159.0,415,394,233,322,262,210,217,393,324,262,421,273,190,Third Line,80.0,1117.7333333333331,2.0,11.0,13.0,10.715759076114821,33.33333333333333,45.36583449012779,8475772,C,74.0,214.0,1991-12-07,CAN,2010.0,1.0,21.0,L,24,"[None, 56, 74, 52, 15]","[None, 51, 73, 78, 59]","[None, 25, 62, 41, 61]","[None, 'DET', 'DET', 'DET', 'DET']"
2016-2017,Robby Fabbri,STL,F,43.9,53.4,14.7,8.4,,82.4,75.1,55.6,73.2,77.2,45.6,82.9,29.5,80.3,76.7,237,197,360,251.0,,75,106,188,114,87,230,73,298,84,99,421,273,190,Second Line,51.0,796.0666666666666,11.0,18.0,29.0,10.126776935577007,45.45454545454545,46.723141418007536,8477952,C,71.0,185.0,1996-01-22,CAN,2014.0,1.0,21.0,L,20,"[None, None, None, 67, 23]","[None, None, None, 62, 42]","[None, None, None, 17, 14]","[None, None, None, 'STL', 'STL']"
2016-2017,Roman Lyubimov,PHI,F,24.0,26.4,58.9,,,52.0,40.6,29.0,2.6,29.1,43.2,22.6,35.4,10.7,22.3,321,311,174,,,203,251,300,411,253,240,327,273,377,328,421,273,190,Fourth Line,47.0,450.18333333333334,4.0,2.0,6.0,3.984977620911516,46.15384615384615,47.96855831665382,8479648,L,74.0,207.0,1992-01-06,RUS,,,,R,24,"[None, None, None, None, 28]","[None, None, None, None, 29]","[None, None, None, None, 60]","[None, None, None, None, 'PHI']"
2016-2017,Ryan Dzingel,OTT,F,44.9,43.2,49.4,17.9,,51.5,59.4,64.8,55.1,68.4,62.7,63.4,94.5,17.6,43.9,233,240,214,225.0,,205,172,149,190,116,158,155,24,348,237,421,273,190,Third Line,81.0,1165.4333333333334,14.0,18.0,32.0,14.663217850033483,52.56410256410257,50.656977634000064,8476288,C,72.0,190.0,1992-03-09,USA,2011.0,7.0,204.0,L,24,"[None, None, None, 22, 65]","[None, None, None, 25, 53]","[None, None, None, 50, 48]","[None, None, None, 'OTT', 'OTT']"
2016-2017,Ryan Getzlaf,ANA,F,94.5,92.9,98.6,90.1,81.6,7.1,11.9,14.3,99.3,7.4,45.8,62.7,71.5,72.4,81.9,24,31,7,28.0,36.0,392,372,362,4,333,229,158,121,117,77,421,273,190,First Line,74.0,1559.2166666666667,15.0,58.0,73.0,14.816847716151267,54.44444444444444,53.57032504717031,8470612,C,76.0,220.0,1985-05-10,CAN,2003.0,1.0,19.0,R,31,"[96, 97, 97, 85, 94]","[95, 83, 95, 90, 91]","[98, 96, 95, 98, 98]","['ANA', 'ANA', 'ANA', 'ANA', 'ANA']"
2016-2017,Ryan Hartman,CHI,F,78.1,61.8,77.2,,,53.0,86.7,97.1,53.0,91.4,80.3,54.9,74.8,63.4,20.2,93,162,97,,,199,57,13,199,33,84,191,107,155,337,421,273,190,Fourth Line,76.0,970.3,19.0,12.0,31.0,16.227976538373063,58.46153846153847,56.1600883749344,8477451,R,72.0,197.0,1994-09-20,USA,2013.0,1.0,30.0,R,21,"[None, None, None, None, 77]","[None, None, None, None, 62]","[None, None, None, None, 76]","[None, None, None, None, 'CHI']"
2016-2017,Ryan Johansen,NSH,F,75.8,91.4,37.5,87.5,64.7,29.0,25.4,20.0,86.9,2.9,35.4,63.9,61.5,87.2,94.8,103,37,264,35.0,68.0,300,315,338,56,352,273,153,163,55,23,421,273,190,First Line,82.0,1544.5166666666669,14.0,47.0,61.0,18.153977073163677,54.83870967741935,54.80830020480906,8475793,C,75.0,218.0,1992-07-31,CAN,2010.0,1.0,4.0,R,24,"[45, 92, 79, 72, 76]","[54, 86, 90, 81, 93]","[39, 85, 8, 72, 31]","['CBJ', 'CBJ', 'CBJ', 'NSH', 'NSH']"
2016-2017,Ryan Kesler,ANA,F,92.6,92.6,91.7,96.0,84.2,5.5,44.7,76.0,67.5,14.6,68.2,5.9,35.9,77.9,94.1,32,32,36,12.0,31.0,399,234,102,138,306,135,397,271,94,26,421,273,190,First Line,82.0,1746.9,22.0,36.0,58.0,27.798115230081557,53.93258426966292,54.28282886771662,8470616,C,74.0,206.0,1984-08-31,USA,2003.0,1.0,23.0,R,32,"[63, 93, 85, 92, 90]","[55, 86, 84, 89, 93]","[50, 47, 70, 85, 91]","['VAN', 'VAN', 'ANA', 'ANA', 'ANA']"
2016-2017,Ryan Nugent-Hopkins,EDM,F,20.2,40.9,20.0,75.1,5.8,24.9,41.8,54.4,69.1,36.8,18.5,33.5,28.5,37.8,87.9,337,250,338,69.0,180.0,317,246,193,131,226,344,281,302,263,52,421,273,190,Second Line,82.0,1450.75,18.0,25.0,43.0,21.918219341204367,45.94594594594595,46.96142676433189,8476454,C,73.0,192.0,1993-04-12,CAN,2011.0,1.0,1.0,L,23,"[86, 67, 91, 26, 6]","[92, 85, 62, 36, 38]","[30, 12, 61, 28, 12]","['EDM', 'EDM', 'EDM', 'EDM', 'EDM']"
2016-2017,Ryan O'Reilly,BUF,F,96.4,68.2,98.1,89.4,93.2,72.2,38.5,17.1,58.4,92.6,1.4,33.7,41.1,14.0,96.2,16,135,9,30.0,14.0,118,260,350,176,29,416,280,249,363,17,421,273,190,First Line,72.0,1545.0,20.0,35.0,55.0,17.152693137271495,50.0,49.91345354337636,8475158,C,73.0,207.0,1991-02-07,CAN,2009.0,2.0,33.0,L,25,"[83, 93, 86, 91, 98]","[69, 68, 60, 62, 69]","[91, 81, 94, 94, 99]","['COL', 'COL', 'COL', 'BUF', 'BUF']"
2016-2017,Ryan Reaves,STL,F,12.6,3.8,81.2,,,52.3,31.1,17.8,10.7,15.0,99.8,2.6,59.9,35.2,8.1,369,406,80,,,202,291,347,377,305,2,411,170,274,388,421,273,190,Fringe,80.0,710.8,7.0,6.0,13.0,6.769840242763321,55.319148936170215,48.69817903342776,8471817,R,74.0,225.0,1987-01-20,CAN,2005.0,5.0,156.0,R,29,"[13, 23, 11, 8, 27]","[18, 16, 9, 4, 6]","[83, 66, 88, 73, 81]","['STL', 'STL', 'STL', 'STL', 'STL']"
2016-2017,Ryan Spooner,BOS,F,18.1,52.3,12.6,74.0,,47.3,32.8,17.6,81.5,15.2,14.5,86.7,49.4,52.3,15.0,346,202,369,72.0,,223,284,348,79,304,361,57,214,202,359,421,273,190,Third Line,78.0,1099.4,12.0,28.0,40.0,13.30938960846961,52.54237288135594,52.49147961545161,8475727,C,71.0,191.0,1992-01-30,CAN,2010.0,2.0,45.0,L,24,"[None, None, 41, 5, 38]","[None, None, 43, 48, 56]","[None, None, 33, 4, 21]","[None, None, 'BOS', 'BOS', 'BOS']"
2016-2017,Ryan Strome,NYI,F,22.8,87.4,3.8,31.9,,34.2,59.9,66.0,70.8,9.5,42.0,43.2,44.4,51.3,48.9,326,54,406,187.0,,278,170,144,124,325,245,240,235,206,216,421,273,190,Third Line,69.0,1007.9333333333334,13.0,17.0,30.0,12.934258628541878,45.0,44.88576272242714,8476458,C,73.0,192.0,1993-07-11,CAN,2011.0,1.0,5.0,R,23,"[None, 36, 59, 19, 25]","[None, 60, 97, 89, 77]","[None, 24, 6, 2, 5]","[None, 'NYI', 'NYI', 'NYI', 'NYI']"
2016-2017,Ryan White,MIN,F,5.0,2.9,43.0,,,77.0,63.2,5.2,21.4,12.8,96.7,31.8,10.2,4.0,15.2,401,410,241,,,98,156,400,332,313,15,288,379,405,358,421,273,190,Fourth Line,65.0,692.7666666666667,9.0,7.0,16.0,4.3045534120474835,36.84210526315789,40.36602181842681,8473466,C,72.0,200.0,1988-03-17,CAN,2006.0,3.0,66.0,R,28,"[8, 21, 18, 3, 10]","[15, 13, 16, 1, 3]","[74, 39, 68, 56, 33]","['MTL', 'MTL', 'PHI', 'PHI', 'MIN']"
2016-2017,Sam Bennett,CGY,F,35.9,29.9,74.6,4.0,60.5,55.3,57.7,55.8,46.6,41.8,61.0,75.1,16.6,29.7,45.1,271,296,108,263.0,76.0,189,179,187,226,213,165,106,352,297,232,421,273,190,Third Line,81.0,1213.9833333333331,13.0,13.0,26.0,13.219906939066169,38.57142857142858,47.165119612526034,8477935,C,73.0,193.0,1996-06-20,CAN,2014.0,1.0,4.0,L,20,"[None, None, None, 74, 8]","[None, None, None, 50, 15]","[None, None, None, 42, 87]","[None, None, None, 'CGY', 'CGY']"
2016-2017,Sam Gagner,CBJ,F,28.3,63.4,9.3,59.3,,44.9,46.1,35.2,80.5,42.3,9.0,64.8,65.1,42.0,28.3,303,155,383,112.0,,233,228,274,83,211,384,149,148,245,303,421,273,190,Third Line,81.0,1110.9,18.0,32.0,50.0,17.826677995725703,59.09090909090909,55.786551311355495,8474040,C,71.0,200.0,1989-08-10,CAN,2007.0,1.0,6.0,R,27,"[2, 2, 2, 15, 58]","[46, 31, 35, 35, 75]","[0, 6, 1, 14, 15]","['EDM', 'EDM', 'ARI', 'PHI', 'CBJ']"
2016-2017,Sam Reinhart,BUF,F,91.7,87.9,84.6,77.3,,4.8,36.8,72.9,78.4,86.9,9.7,67.2,34.4,11.4,78.9,36,52,66,63.0,,402,267,115,92,51,381,139,277,374,90,421,273,190,Second Line,80.0,1360.15,17.0,30.0,47.0,22.865811054595767,47.5609756097561,51.91166844515187,8477933,C,73.0,196.0,1995-11-06,CAN,2014.0,1.0,2.0,R,20,"[None, None, None, 90, 90]","[None, None, None, 80, 90]","[None, None, None, 76, 87]","[None, None, None, 'BUF', 'BUF']"
2016-2017,Scott Hartnell,CBJ,F,65.6,91.7,10.9,78.0,,81.0,72.0,46.1,97.4,1.9,61.8,73.2,73.2,43.2,29.9,146,36,376,61.0,,81,119,228,12,356,162,114,114,240,296,421,273,190,Fourth Line,78.0,940.8333333333334,13.0,24.0,37.0,10.689057510354427,60.0,52.792129288879494,8468486,L,74.0,215.0,1982-04-18,CAN,2000.0,1.0,6.0,L,34,"[24, 81, 72, 35, 77]","[68, 88, 94, 91, 88]","[14, 15, 21, 3, 21]","['PHI', 'PHI', 'CBJ', 'CBJ', 'CBJ']"
2016-2017,Scott Wilson,PIT,F,77.7,60.1,75.8,,,2.6,45.4,90.7,91.9,99.0,96.2,10.9,32.3,69.6,9.0,95,169,103,,,411,231,40,35,5,17,376,286,129,384,421,273,190,Fourth Line,78.0,853.6666666666666,8.0,18.0,26.0,12.765450889576448,48.57142857142857,54.206672185423166,8476293,C,71.0,177.0,1992-04-24,CAN,2011.0,7.0,209.0,L,24,"[None, None, None, None, 77]","[None, None, None, None, 60]","[None, None, None, None, 75]","[None, None, None, None, 'PIT']"
2016-2017,Scottie Upshall,STL,F,36.3,44.2,73.6,,27.9,34.0,37.8,50.4,37.1,32.1,79.3,2.4,29.2,39.9,15.7,269,236,112,,138.0,279,263,210,266,246,88,412,299,254,356,421,273,190,Fourth Line,73.0,801.7833333333333,10.0,8.0,18.0,7.9425673101761864,44.680851063829785,44.17949949378829,8470105,R,72.0,200.0,1983-10-07,CAN,2002.0,1.0,6.0,L,32,"[39, 64, 57, 62, 15]","[50, 56, 52, 44, 43]","[21, 85, 86, 82, 59]","['FLA', 'FLA', 'FLA', 'STL', 'STL']"
2016-2017,Sean Couturier,PHI,F,89.3,74.1,98.8,23.1,90.0,67.9,65.1,61.5,79.1,57.2,31.4,12.6,67.9,23.0,89.3,46,110,6,211.0,20.0,136,148,163,89,156,290,369,136,325,46,421,273,190,First Line,66.0,1217.4166666666667,14.0,20.0,34.0,14.545372175725257,54.32098765432099,53.35891463630505,8476461,C,76.0,210.0,1992-12-07,USA,2011.0,1.0,8.0,L,23,"[64, 79, 82, 92, 85]","[34, 50, 32, 64, 81]","[90, 90, 98, 99, 96]","['PHI', 'PHI', 'PHI', 'PHI', 'PHI']"
2016-2017,Sean Monahan,CGY,F,67.2,80.5,5.7,84.2,,80.5,83.8,83.4,59.1,48.7,1.9,90.5,67.2,44.7,84.6,139,83,398,44.0,,83,69,71,173,190,414,41,139,234,66,421,273,190,Second Line,82.0,1441.3,27.0,31.0,58.0,25.981239012477996,52.32558139534884,50.317290590754595,8477497,C,74.0,206.0,1994-10-12,CAN,2013.0,1.0,6.0,L,21,"[None, 60, 73, 73, 62]","[None, 36, 64, 76, 86]","[None, 25, 7, 8, 5]","[None, 'CGY', 'CGY', 'CGY', 'CGY']"
2016-2017,Sebastian Aho,CAR,F,64.4,49.2,38.2,85.7,,2.9,72.7,96.0,27.8,85.5,23.8,52.7,35.6,91.4,61.0,151,215,261,40.0,,410,116,18,305,55,322,200,272,37,165,421,273,190,Second Line,82.0,1376.5166666666669,24.0,26.0,50.0,25.02893567941798,51.162790697674424,53.37896603358993,8478427,C,72.0,189.0,1997-07-26,FIN,2015.0,2.0,35.0,L,19,"[None, None, None, None, 66]","[None, None, None, None, 48]","[None, None, None, None, 39]","[None, None, None, None, 'CAR']"
2016-2017,Sergey Kalinin,NJD,F,18.5,21.6,48.9,,21.6,33.7,7.4,4.8,3.3,42.8,72.0,4.0,2.9,19.0,47.0,344,331,216,,150.0,280,391,402,408,209,119,405,410,342,224,421,273,190,Fourth Line,43.0,550.1333333333333,2.0,2.0,4.0,3.2354788017351095,14.285714285714285,43.51160058021401,8478566,C,75.0,200.0,1991-03-17,RUS,,,,L,25,"[None, None, None, 18, 27]","[None, None, None, 33, 17]","[None, None, None, 39, 62]","[None, None, None, 'NJD', 'NJD']"
2016-2017,Seth Griffith,FLA,F,20.0,20.7,44.9,26.4,,45.4,1.7,6.4,58.9,35.6,56.1,87.4,96.2,43.5,33.5,338,335,233,202.0,,231,415,395,174,231,186,54,17,239,281,421,273,190,Fourth Line,24.0,305.6166666666667,0.0,5.0,5.0,2.8931468380363334,71.42857142857143,51.65525916722561,8476495,C,69.0,190.0,1993-01-04,CAN,2012.0,5.0,131.0,R,23,"[None, None, 25, None, 24]","[None, None, 23, None, 27]","[None, None, 46, None, 43]","[None, None, 'BOS', None, 'FLA']"
2016-2017,Shane Doan,ARI,F,17.1,70.8,32.3,24.2,,8.1,25.7,38.7,81.0,3.8,56.8,23.3,81.0,2.9,74.3,350,124,286,208.0,,388,314,259,81,348,183,324,81,410,109,421,273,190,Third Line,74.0,1113.55,6.0,21.0,27.0,12.962823318374296,52.63157894736842,45.62333773769357,8462038,R,73.0,223.0,1976-10-10,CAN,1995.0,1.0,7.0,R,39,"[66, 84, 28, 41, 11]","[81, 75, 73, 73, 65]","[17, 34, 8, 22, 64]","['PHX', 'PHX', 'ARI', 'ARI', 'ARI']"
2016-2017,Shane Prince,NYI,F,56.8,39.7,36.6,35.2,,29.9,28.0,48.7,61.3,89.8,29.9,27.1,56.3,28.0,23.8,183,255,268,178.0,,296,304,217,164,39,296,308,185,304,322,421,273,190,Fourth Line,50.0,648.5333333333333,5.0,13.0,18.0,6.768383574450907,42.5531914893617,48.13841650142065,8476386,L,71.0,193.0,1992-11-16,USA,2011.0,2.0,61.0,L,23,"[None, None, None, 58, 53]","[None, None, None, 40, 40]","[None, None, None, 45, 34]","[None, None, None, 'NYI', 'NYI']"
2016-2017,Shawn Matthias,WPG,F,19.0,45.8,11.6,,19.5,81.2,83.6,53.2,30.2,43.0,49.6,35.6,42.8,29.2,53.2,342,229,373,,154.0,80,70,198,295,208,213,272,242,299,198,421,273,190,Third Line,45.0,610.2,8.0,4.0,12.0,5.607809606839477,50.0,45.76933779024333,8473574,L,76.0,231.0,1988-02-19,CAN,2006.0,2.0,47.0,L,28,"[7, 9, 49, 15, 23]","[39, 27, 53, 50, 43]","[2, 16, 16, 7, 17]","['FLA', 'VAN', 'VAN', 'COL', 'WPG']"
2016-2017,Shawn Thornton,FLA,F,4.8,6.7,60.3,,,38.7,9.7,10.5,7.4,6.2,76.5,29.0,15.9,21.6,5.0,402,394,168,,,259,381,378,391,338,100,300,355,331,401,421,273,190,Fringe,50.0,384.48333333333335,3.0,2.0,5.0,2.735391082655385,35.0,36.85180640140779,8465978,L,74.0,217.0,1977-07-23,CAN,1997.0,7.0,190.0,R,39,"[24, 26, 9, 5, 7]","[29, 21, 16, 7, 6]","[60, 73, 61, 67, 53]","['BOS', 'BOS', 'FLA', 'FLA', 'FLA']"
2016-2017,Sidney Crosby,PIT,F,99.8,100.0,3.3,96.3,,99.0,97.4,91.9,97.6,78.4,37.5,77.4,72.0,94.5,88.4,2,1,408,11.0,,5,12,35,11,82,264,96,119,24,50,421,273,190,First Line,75.0,1490.8333333333333,45.0,45.0,90.0,30.385121901540078,57.798165137614674,56.682793670006745,8471675,C,71.0,200.0,1987-08-07,CAN,2005.0,1.0,1.0,L,29,"[97, 96, 98, 97, 99]","[98, 99, 99, 98, 100]","[14, 11, 9, 6, 2]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
