Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2022-2023,Paul Cotter,VGK,F,394.0,445.0,,,374.0,448.0,316.0,187.0,269.0,445.0,119.0,28.0,,330.0,Bottom 6,55,705.48333333333,13,2,22,1999-11-16,USA,USA,74,212,2018,4,22,115
2022-2023,Paul Stastny,CAR,F,150.0,106.0,139.0,200.0,26.0,88.0,328.0,168.0,59.0,237.0,315.0,410.0,26.0,249.0,Bottom 6,73,866.51666666667,9,6,36,1985-12-27,CAN,USA,72,193,2005,2,14,44
2022-2023,Pavel Buchnevich,STL,F,130.0,361.0,93.0,38.0,157.0,325.0,204.0,88.0,228.0,42.0,294.0,319.0,196.0,52.0,First Line,63,1225.5333333333,26,28,27,1995-04-17,RUS,RUS,73,196,2013,3,14,75
2022-2023,Pavel Zacha,BOS,F,187.0,351.0,138.0,132.0,117.0,249.0,244.0,178.0,168.0,195.0,255.0,268.0,75.0,162.0,Second Line,82,1316.5833333333,21,18,25,1997-04-06,CZE,CZE,76,199,2015,1,6,6
2022-2023,Peyton Krebs,BUF,F,433.0,375.0,189.0,,397.0,274.0,438.0,432.0,229.0,286.0,341.0,245.0,147.0,359.0,Bottom 6,74,1023.9,9,9,21,2001-01-26,CAN,CAN,72,187,2019,1,17,17
2022-2023,Phil Kessel,VGK,F,216.0,439.0,96.0,,274.0,439.0,143.0,244.0,173.0,150.0,429.0,451.0,,188.0,Bottom 6,82,1050.3166666667,14,9,34,1987-10-02,USA,USA,71,208,2006,1,5,5
2022-2023,Philip Tomasino,NSH,F,173.0,264.0,185.0,,327.0,268.0,215.0,274.0,150.0,38.0,20.0,277.0,,219.0,Second Line,31,483.41666666667,5,10,21,2001-07-28,CAN,CAN,72,179,2019,1,24,24
2022-2023,Philipp Kurashev,CHI,F,373.0,378.0,170.0,,385.0,414.0,350.0,407.0,193.0,285.0,41.0,372.0,213.0,308.0,Second Line,70,1219.4333333333,9,11,22,1999-10-12,CHE,CHE,72,190,2018,4,27,120
2022-2023,Phillip Danault,LAK,F,157.0,276.0,216.0,88.0,42.0,175.0,257.0,219.0,338.0,183.0,295.0,251.0,27.0,147.0,First Line,82,1502.65,18,20,29,1993-02-24,CAN,CAN,73,200,2011,1,26,26
2022-2023,Phillip Di Giuseppe,VAN,F,152.0,57.0,,,317.0,76.0,123.0,387.0,348.0,144.0,432.0,63.0,,276.0,Bottom 6,30,437.13333333333,6,3,28,1993-10-09,CAN,CAN,72,193,2012,2,8,38
2022-2023,Pierre Engvall,"NYI, TOR",F,123.0,233.0,272.0,191.0,76.0,72.0,139.0,180.0,392.0,263.0,316.0,257.0,214.0,260.0,Bottom 6,76,1036.4,17,8,26,1996-05-31,SWE,SWE,77,219,2014,7,8,188
2022-2023,Pierre-Edouard Bellemare,TBL,F,407.0,119.0,,64.0,309.0,51.0,446.0,439.0,323.0,399.0,262.0,197.0,38.0,435.0,Bottom 6,73,823.65,4,8,37,1985-03-06,FRA,FRA,71,198,-,-,-,-
2022-2023,Pierre-Luc Dubois,WPG,F,149.0,234.0,67.0,,92.0,270.0,89.0,53.0,45.0,125.0,189.0,219.0,98.0,78.0,First Line,73,1346.9833333333,27,18,24,1998-06-24,CAN,CAN,76,214,2016,1,3,3
2022-2023,Pius Suter,DET,F,317.0,248.0,259.0,108.0,336.0,277.0,277.0,240.0,221.0,281.0,170.0,404.0,97.0,248.0,Bottom 6,79,1110.8833333333,14,7,26,1996-05-24,CHE,CHE,71,179,-,-,-,-
2022-2023,Pontus Holmberg,TOR,F,287.0,99.0,,,362.0,106.0,448.0,365.0,206.0,137.0,52.0,248.0,166.0,387.0,Bottom 6,37,385.53333333333,5,6,23,1999-03-09,SWE,SWE,72,202,2018,6,1,156
2022-2023,Quinton Byfield,LAK,F,263.0,209.0,255.0,,259.0,90.0,368.0,374.0,198.0,213.0,431.0,260.0,200.0,380.0,Bottom 6,53,745.38333333333,3,10,20,2002-08-19,CAN,CAN,77,220,2020,1,2,2
2022-2023,Radek Faksa,DAL,F,416.0,11.0,298.0,19.0,388.0,24.0,423.0,412.0,422.0,394.0,410.0,155.0,28.0,334.0,Bottom 6,81,1111.3666666667,11,6,28,1994-01-09,CZE,CZE,75,225,2012,1,13,13
2022-2023,Rafael Harvey-Pinard,MTL,F,384.0,224.0,,,304.0,410.0,360.0,55.0,292.0,401.0,54.0,160.0,,119.0,Second Line,34,585.8,14,4,23,1999-01-06,CAN,CAN,69,181,2019,7,15,201
2022-2023,Rasmus Asplund,"BUF, NSH",F,381.0,303.0,287.0,,354.0,239.0,290.0,397.0,374.0,351.0,113.0,359.0,,379.0,Bottom 6,46,504.26666666667,2,2,24,1997-12-03,SWE,SWE,71,185,2016,2,3,33
2022-2023,Rasmus Kupari,LAK,F,361.0,368.0,,177.0,265.0,253.0,425.0,445.0,46.0,308.0,297.0,133.0,134.0,443.0,Bottom 6,66,666.26666666667,3,8,22,2000-03-15,FIN,FIN,74,200,2018,1,20,20
2022-2023,Reese Johnson,CHI,F,456.0,322.0,,154.0,456.0,376.0,433.0,452.0,442.0,456.0,257.0,6.0,130.0,451.0,Bottom 6,57,627.65,4,1,24,1998-07-10,CAN,CAN,73,193,-,-,-,-
2022-2023,Reilly Smith,VGK,F,98.0,307.0,62.0,50.0,68.0,246.0,114.0,111.0,217.0,161.0,169.0,291.0,,111.0,Second Line,78,1323.6333333333,26,17,31,1991-04-01,CAN,CAN,73,185,2009,3,8,69
2022-2023,Rem Pitlick,MTL,F,400.0,457.0,278.0,,392.0,456.0,456.0,338.0,305.0,240.0,401.0,376.0,,328.0,Bottom 6,46,594.43333333333,6,6,25,1997-04-02,CAN,CAN,71,186,2016,3,15,76
2022-2023,Rickard Rakell,PIT,F,99.0,272.0,72.0,,46.0,281.0,61.0,90.0,22.0,204.0,205.0,183.0,,93.0,First Line,82,1511.9,28,13,29,1993-05-05,SWE,SWE,73,195,2011,1,30,30
2022-2023,Robby Fabbri,DET,F,414.0,410.0,121.0,,427.0,390.0,319.0,157.0,308.0,230.0,298.0,148.0,212.0,164.0,Second Line,28,447.95,7,5,26,1996-01-22,CAN,CAN,71,185,2014,1,21,21
2022-2023,Robert Thomas,STL,F,193.0,341.0,104.0,115.0,164.0,375.0,431.0,308.0,141.0,31.0,218.0,450.0,57.0,124.0,First Line,73,1412.0666666667,18,30,23,1999-07-02,CAN,CAN,72,218,2017,1,20,20
2022-2023,Roope Hintz,DAL,F,29.0,95.0,33.0,2.0,33.0,65.0,104.0,17.0,48.0,43.0,198.0,306.0,53.0,34.0,Second Line,73,1281.7166666667,37,24,25,1996-11-17,FIN,FIN,75,215,2015,2,19,49
2022-2023,Ross Colton,TBL,F,111.0,213.0,221.0,,145.0,180.0,75.0,64.0,196.0,209.0,68.0,65.0,182.0,224.0,Bottom 6,81,1000.45,16,10,25,1996-09-11,USA,USA,72,194,2016,4,27,118
2022-2023,Ryan Carpenter,NYR,F,436.0,150.0,,160.0,445.0,130.0,403.0,443.0,363.0,422.0,424.0,62.0,45.0,436.0,Bottom 6,22,201.88333333333,1,1,31,1991-01-18,USA,USA,73,198,-,-,-,-
2022-2023,Ryan Donato,SEA,F,113.0,132.0,247.0,,326.0,140.0,71.0,121.0,103.0,136.0,112.0,186.0,,239.0,Bottom 6,71,799.05,14,9,26,1996-04-09,USA,USA,72,190,2014,2,26,56
2022-2023,Ryan Hartman,MIN,F,63.0,133.0,97.0,164.0,128.0,168.0,78.0,116.0,146.0,84.0,386.0,229.0,119.0,99.0,Second Line,59,961.58333333333,15,15,27,1994-09-20,USA,USA,72,197,2013,1,30,30
2022-2023,Ryan Johansen,NSH,F,353.0,305.0,91.0,,139.0,290.0,364.0,174.0,277.0,229.0,441.0,262.0,12.0,183.0,Second Line,55,865.78333333333,12,10,30,1992-07-31,CAN,CAN,75,218,2010,1,4,4
2022-2023,Ryan Lomberg,FLA,F,104.0,226.0,,194.0,72.0,210.0,101.0,197.0,282.0,325.0,381.0,46.0,,346.0,Bottom 6,82,927.33333333333,12,5,27,1994-09-12,CAN,CAN,69,187,-,-,-,-
2022-2023,Ryan McLeod,EDM,F,264.0,146.0,,93.0,201.0,49.0,371.0,324.0,191.0,292.0,311.0,353.0,139.0,329.0,Bottom 6,57,808.58333333333,11,9,22,1999-09-21,CAN,CAN,74,207,2018,2,9,40
2022-2023,Ryan Nugent-Hopkins,EDM,F,217.0,171.0,14.0,87.0,170.0,198.0,188.0,128.0,240.0,78.0,293.0,388.0,107.0,40.0,First Line,82,1623.7,37,28,29,1993-04-12,CAN,CAN,72,195,2011,1,1,1
2022-2023,Ryan O'Reilly,"STL, TOR",F,228.0,130.0,110.0,78.0,184.0,217.0,272.0,161.0,398.0,172.0,115.0,434.0,8.0,118.0,Second Line,53,950.76666666667,16,8,31,1991-02-07,CAN,CAN,73,207,2009,2,3,33
2022-2023,Ryan Poehling,PIT,F,223.0,142.0,277.0,145.0,301.0,283.0,237.0,242.0,405.0,330.0,36.0,213.0,146.0,326.0,Bottom 6,53,623.85,7,5,23,1999-01-03,USA,USA,74,196,2017,1,25,25
2022-2023,Ryan Reaves,"MIN, NYR",F,446.0,165.0,,,443.0,158.0,450.0,435.0,261.0,406.0,345.0,3.0,,449.0,Bottom 6,73,680.41666666667,5,5,35,1987-01-20,CAN,CAN,74,225,2005,5,31,156
2022-2023,Ryan Strome,ANA,F,267.0,456.0,117.0,205.0,252.0,453.0,285.0,239.0,181.0,181.0,443.0,400.0,116.0,154.0,Second Line,82,1397.25,15,12,29,1993-07-11,CAN,CAN,73,191,2011,1,5,5
2022-2023,Saku Maenalanen,WPG,F,427.0,306.0,,99.0,447.0,322.0,381.0,433.0,407.0,433.0,110.0,69.0,,438.0,Bottom 6,64,661.25,4,2,28,1994-05-29,FIN,FIN,76,214,2013,5,4,125
2022-2023,Sam Bennett,FLA,F,12.0,278.0,81.0,134.0,7.0,252.0,27.0,59.0,65.0,93.0,399.0,105.0,105.0,90.0,Second Line,63,1096.6333333333,16,15,26,1996-06-20,CAN,CAN,73,195,2014,1,4,4
2022-2023,Sam Carrick,ANA,F,425.0,446.0,,,440.0,451.0,338.0,381.0,424.0,441.0,416.0,57.0,135.0,411.0,Bottom 6,52,549.4,3,2,30,1992-02-04,CAN,CAN,72,200,2010,5,24,144
2022-2023,Sam Gagner,WPG,F,237.0,183.0,237.0,168.0,318.0,172.0,173.0,234.0,286.0,276.0,373.0,418.0,185.0,284.0,Bottom 6,48,584.25,8,4,33,1989-08-10,CAN,CAN,71,201,2007,1,6,6
2022-2023,Sam Lafferty,"CHI, TOR",F,344.0,292.0,,110.0,387.0,280.0,327.0,389.0,433.0,316.0,214.0,64.0,83.0,332.0,Bottom 6,70,1022.6,12,8,27,1995-03-06,USA,USA,73,195,2014,4,23,113
2022-2023,Sam Reinhart,FLA,F,81.0,65.0,39.0,152.0,73.0,34.0,128.0,34.0,214.0,58.0,103.0,383.0,71.0,55.0,First Line,82,1622.05,31,24,26,1995-11-06,CAN,CAN,74,193,2014,1,2,2
2022-2023,Sam Steel,MIN,F,354.0,246.0,296.0,,221.0,215.0,411.0,392.0,127.0,348.0,288.0,305.0,72.0,340.0,Bottom 6,65,972.45,10,7,24,1998-02-03,CAN,CAN,71,184,2016,1,30,30
2022-2023,Sammy Blais,"NYR, STL",F,422.0,262.0,,,430.0,251.0,429.0,302.0,237.0,360.0,207.0,21.0,,350.0,Bottom 6,71,837.63333333333,9,6,26,1996-06-17,CAN,CAN,74,206,2014,6,26,176
2022-2023,Scott Laughton,PHI,F,275.0,330.0,261.0,86.0,181.0,355.0,261.0,315.0,342.0,258.0,233.0,106.0,86.0,177.0,First Line,78,1426.2333333333,18,13,28,1994-05-30,CAN,CAN,73,190,2012,1,20,20
2022-2023,Sean Kuraly,CBJ,F,390.0,342.0,,51.0,370.0,400.0,320.0,328.0,453.0,418.0,423.0,56.0,64.0,285.0,Bottom 6,71,1070.2166666667,11,6,29,1993-01-20,USA,USA,74,213,2011,5,12,133
2022-2023,Sean Monahan,MTL,F,171.0,187.0,120.0,,209.0,178.0,195.0,202.0,108.0,112.0,371.0,327.0,34.0,179.0,Second Line,25,434.18333333333,6,7,27,1994-10-12,CAN,CAN,74,196,2013,1,6,6
2022-2023,Sebastian Aho,CAR,F,33.0,173.0,34.0,4.0,22.0,95.0,87.0,18.0,81.0,36.0,107.0,322.0,48.0,39.0,First Line,75,1462.1666666667,36,24,25,1997-07-26,FIN,FIN,72,176,2015,2,5,35
2022-2023,Seth Jarvis,CAR,F,102.0,69.0,183.0,,39.0,38.0,169.0,151.0,66.0,143.0,154.0,246.0,,192.0,Second Line,82,1328.6833333333,14,16,20,2002-02-01,CAN,CAN,70,175,2020,1,13,13
2022-2023,Shane Pinto,OTT,F,297.0,280.0,203.0,,167.0,326.0,230.0,153.0,152.0,386.0,67.0,299.0,153.0,213.0,Second Line,82,1310.2666666667,20,6,21,2000-11-12,USA,USA,75,201,2019,2,1,32
2022-2023,Sheldon Dries,VAN,F,359.0,321.0,210.0,,367.0,392.0,187.0,189.0,285.0,407.0,253.0,128.0,159.0,319.0,Bottom 6,63,726.45,11,3,28,1994-04-23,USA,USA,69,180,-,-,-,-
2022-2023,Sidney Crosby,PIT,F,28.0,277.0,17.0,,16.0,265.0,81.0,44.0,6.0,12.0,213.0,339.0,29.0,15.0,First Line,82,1651.7666666667,33,36,35,1987-08-07,CAN,CAN,71,200,2005,1,1,1
2022-2023,Simon Holmstrom,NYI,F,418.0,137.0,,,222.0,226.0,445.0,400.0,218.0,448.0,72.0,442.0,,440.0,Bottom 6,50,554.86666666667,6,1,21,2001-05-24,SWE,SWE,74,205,2019,1,23,23
2022-2023,Sonny Milano,WSH,F,213.0,339.0,274.0,,144.0,262.0,355.0,236.0,31.0,176.0,309.0,364.0,,259.0,Bottom 6,64,826.05,11,10,26,1996-05-12,USA,USA,72,194,2014,1,16,16
2022-2023,Stefan Noesen,CAR,F,52.0,12.0,197.0,,19.0,3.0,130.0,62.0,25.0,101.0,336.0,147.0,,245.0,Bottom 6,78,961.93333333333,13,11,29,1993-02-12,USA,USA,73,205,2011,1,21,21
2022-2023,Steven Lorentz,SJS,F,304.0,189.0,,146.0,150.0,159.0,254.0,295.0,159.0,437.0,240.0,118.0,180.0,409.0,Bottom 6,80,946.66666666667,10,3,26,1996-04-13,CAN,CAN,76,206,2015,7,5,186
2022-2023,Steven Stamkos,TBL,F,64.0,394.0,22.0,,87.0,324.0,69.0,35.0,113.0,17.0,370.0,247.0,39.0,23.0,First Line,81,1540.6833333333,34,29,32,1990-02-07,CAN,CAN,72,182,2008,1,1,1
2022-2023,T.J. Oshie,WSH,F,335.0,96.0,122.0,,305.0,171.0,213.0,87.0,78.0,267.0,37.0,117.0,87.0,125.0,Second Line,58,969.96666666667,19,8,35,1986-12-23,USA,USA,72,187,2005,1,24,24
2022-2023,Tage Thompson,BUF,F,18.0,412.0,98.0,193.0,93.0,402.0,10.0,14.0,24.0,71.0,183.0,325.0,177.0,21.0,First Line,78,1450.0333333333,47,27,24,1997-10-30,USA,USA,78,220,2016,1,26,26
2022-2023,Tanner Jeannot,"NSH, TBL",F,268.0,198.0,,130.0,229.0,199.0,314.0,215.0,382.0,347.0,394.0,14.0,,258.0,Bottom 6,76,1083.2333333333,6,6,25,1997-05-29,CAN,CAN,74,208,-,-,-,-
2022-2023,Tanner Laczynski,PHI,F,457.0,115.0,,,457.0,192.0,434.0,454.0,339.0,420.0,237.0,161.0,157.0,457.0,Bottom 6,32,304.75,2,2,25,1997-06-01,USA,USA,73,190,2016,6,18,169
2022-2023,Taylor Hall,BOS,F,51.0,135.0,129.0,,88.0,94.0,73.0,147.0,44.0,96.0,105.0,354.0,,113.0,Second Line,61,971.68333333333,16,10,30,1991-11-14,CAN,CAN,73,210,2010,1,1,1
2022-2023,Taylor Raddysh,CHI,F,367.0,302.0,187.0,,357.0,321.0,293.0,195.0,315.0,346.0,191.0,182.0,,272.0,Second Line,78,1292.3,20,8,24,1998-02-18,CAN,CAN,75,198,2016,2,28,58
2022-2023,Teddy Blueger,"PIT, VGK",F,290.0,71.0,,33.0,350.0,143.0,357.0,390.0,450.0,192.0,175.0,173.0,49.0,290.0,Bottom 6,63,813.31666666667,4,10,28,1994-08-15,LVA,LVA,72,185,2012,2,22,52
2022-2023,Teuvo Teravainen,CAR,F,121.0,180.0,213.0,107.0,63.0,86.0,140.0,214.0,62.0,68.0,361.0,441.0,,116.0,Second Line,68,1149.8,12,18,27,1994-09-11,FIN,FIN,71,191,2012,1,18,18
2022-2023,Tim Stützle,OTT,F,135.0,252.0,45.0,179.0,71.0,295.0,148.0,91.0,37.0,67.0,17.0,203.0,176.0,51.0,First Line,78,1658.6666666667,39,30,20,2002-01-15,DEU,DEU,72,193,2020,1,3,3
2022-2023,Timo Meier,"NJD, SJS",F,6.0,385.0,42.0,,23.0,311.0,4.0,22.0,142.0,73.0,138.0,137.0,,25.0,First Line,78,1512.2833333333,40,17,25,1996-10-08,CHE,CHE,73,220,2015,1,9,9
2022-2023,Tom Wilson,WSH,F,241.0,289.0,248.0,144.0,281.0,340.0,186.0,94.0,14.0,145.0,383.0,61.0,,105.0,Second Line,33,581.36666666667,13,6,28,1994-03-29,CAN,CAN,76,220,2012,1,16,16
2022-2023,Tomas Hertl,SJS,F,109.0,392.0,65.0,155.0,38.0,378.0,190.0,108.0,263.0,118.0,312.0,254.0,21.0,92.0,First Line,79,1523.2166666667,22,19,28,1993-11-12,CZE,CZE,75,215,2012,1,17,17
2022-2023,Tomas Nosek,BOS,F,346.0,103.0,,32.0,310.0,83.0,385.0,403.0,439.0,385.0,434.0,168.0,16.0,363.0,Bottom 6,66,828.46666666667,7,5,30,1992-09-01,CZE,CZE,75,205,-,-,-,-
2022-2023,Tomas Tatar,NJD,F,124.0,125.0,142.0,,31.0,44.0,200.0,143.0,236.0,185.0,280.0,240.0,,211.0,Bottom 6,82,1239.6,20,12,31,1990-12-01,SVK,SVK,70,173,2009,2,30,60
2022-2023,Tommy Novak,NSH,F,67.0,455.0,196.0,,83.0,457.0,219.0,113.0,67.0,25.0,62.0,449.0,164.0,114.0,Bottom 6,51,747.31666666667,17,17,25,1997-04-28,USA,USA,73,179,2015,3,24,85
2022-2023,Travis Boyd,ARI,F,432.0,373.0,229.0,188.0,399.0,424.0,447.0,319.0,291.0,380.0,225.0,336.0,118.0,273.0,Second Line,82,1355.4833333333,15,9,28,1993-09-14,USA,USA,72,190,2011,6,26,177
2022-2023,Travis Konecny,PHI,F,48.0,364.0,94.0,187.0,156.0,379.0,68.0,83.0,169.0,32.0,164.0,263.0,,57.0,First Line,60,1206.9833333333,31,23,25,1997-03-11,CAN,CAN,70,175,2015,1,24,24
2022-2023,Trent Frederic,BOS,F,181.0,51.0,,,242.0,64.0,175.0,200.0,384.0,264.0,350.0,85.0,,311.0,Bottom 6,79,941.5,17,6,24,1998-02-11,USA,USA,75,214,2016,1,29,29
2022-2023,Trevor Lewis,CGY,F,269.0,50.0,,31.0,338.0,45.0,171.0,384.0,158.0,389.0,221.0,74.0,193.0,358.0,Bottom 6,82,993.73333333333,9,7,35,1987-01-08,USA,USA,73,201,2006,1,17,17
2022-2023,Trevor Moore,LAK,F,54.0,288.0,215.0,70.0,95.0,186.0,76.0,167.0,225.0,80.0,94.0,271.0,,167.0,Second Line,59,1002.3166666667,10,14,27,1995-03-31,USA,USA,70,195,-,-,-,-
2022-2023,Trevor Zegras,ANA,F,100.0,436.0,106.0,,174.0,394.0,152.0,216.0,3.0,74.0,235.0,365.0,114.0,104.0,First Line,81,1525.0,23,24,21,2001-03-20,USA,USA,72,185,2019,1,9,9
2022-2023,Troy Terry,ANA,F,128.0,370.0,105.0,,179.0,358.0,136.0,74.0,123.0,89.0,14.0,455.0,,86.0,First Line,70,1355.75,23,22,24,1997-09-10,USA,USA,72,185,2015,5,27,148
2022-2023,Ty Dellandrea,DAL,F,412.0,75.0,,166.0,351.0,50.0,401.0,418.0,304.0,371.0,405.0,109.0,198.0,375.0,Bottom 6,82,1164.4333333333,9,12,22,2000-07-21,CAN,CAN,73,195,2018,1,13,13
2022-2023,Tyler Bertuzzi,"BOS, DET",F,122.0,386.0,186.0,,94.0,372.0,164.0,129.0,203.0,147.0,130.0,265.0,,100.0,Second Line,50,824.41666666667,8,12,27,1995-02-24,CAN,CAN,73,186,2013,2,28,58
2022-2023,Tyler Johnson,CHI,F,375.0,287.0,232.0,,410.0,328.0,233.0,233.0,247.0,215.0,372.0,196.0,206.0,228.0,Second Line,56,927.71666666667,12,13,32,1990-07-29,USA,USA,68,185,-,-,-,-
2022-2023,Tyler Motte,"NYR, OTT",F,177.0,72.0,,67.0,358.0,293.0,160.0,273.0,377.0,246.0,12.0,66.0,,234.0,Bottom 6,62,779.5,8,7,27,1995-03-10,USA,USA,70,192,2013,4,30,121
2022-2023,Tyler Pitlick,STL,F,364.0,66.0,299.0,215.0,356.0,195.0,383.0,405.0,360.0,293.0,59.0,70.0,,397.0,Bottom 6,61,614.61666666667,7,7,30,1991-11-01,USA,USA,74,200,2010,2,1,31
2022-2023,Tyler Seguin,DAL,F,168.0,295.0,179.0,171.0,199.0,237.0,98.0,138.0,298.0,184.0,274.0,235.0,127.0,117.0,Second Line,76,1262.9333333333,21,15,30,1992-01-31,CAN,CAN,73,205,2010,1,2,2
2022-2023,Tyler Toffoli,CGY,F,58.0,166.0,46.0,192.0,90.0,82.0,24.0,31.0,114.0,103.0,204.0,264.0,,62.0,Second Line,82,1362.1,34,19,30,1992-04-24,CAN,CAN,72,203,2010,2,17,47
2022-2023,Tyson Jost,"BUF, MIN",F,260.0,79.0,,80.0,294.0,123.0,303.0,394.0,312.0,307.0,66.0,244.0,120.0,338.0,Bottom 6,71,940.3,7,8,24,1998-03-14,CAN,CAN,71,187,2016,1,10,10
2022-2023,Valeri Nichushkin,COL,F,56.0,58.0,148.0,37.0,58.0,54.0,103.0,102.0,134.0,158.0,47.0,239.0,,69.0,First Line,53,1074.3666666667,17,15,27,1995-03-04,RUS,RUS,76,210,2013,1,10,10
2022-2023,Vasily Podkolzin,VAN,F,342.0,214.0,,,303.0,223.0,332.0,348.0,118.0,392.0,222.0,152.0,,372.0,Bottom 6,39,461.66666666667,4,2,21,2001-06-24,RUS,RUS,73,190,2019,1,10,10
2022-2023,Victor Olofsson,BUF,F,208.0,357.0,114.0,,296.0,313.0,96.0,95.0,126.0,174.0,126.0,447.0,,138.0,Bottom 6,75,1076.6333333333,28,8,27,1995-07-18,SWE,SWE,71,181,2014,7,1,181
2022-2023,Viktor Arvidsson,LAK,F,25.0,266.0,38.0,,45.0,197.0,14.0,70.0,249.0,53.0,49.0,429.0,,82.0,Second Line,77,1316.4,26,25,29,1993-04-08,SWE,SWE,70,185,2014,4,22,112
2022-2023,Vincent Trocheck,NYR,F,88.0,200.0,47.0,7.0,98.0,194.0,135.0,117.0,238.0,85.0,306.0,112.0,15.0,91.0,First Line,82,1583.9,22,27,29,1993-07-11,USA,USA,71,184,2011,3,3,64
2022-2023,Vinnie Hinostroza,BUF,F,224.0,389.0,,,267.0,353.0,248.0,379.0,267.0,164.0,77.0,392.0,,294.0,Bottom 6,26,327.61666666667,2,5,28,1994-04-03,USA,USA,70,183,2012,6,18,169
2022-2023,Vitali Kravtsov,"NYR, VAN",F,452.0,231.0,,,424.0,206.0,384.0,416.0,239.0,455.0,440.0,335.0,,424.0,Bottom 6,44,493.13333333333,4,2,22,1999-12-23,RUS,RUS,75,186,2018,1,9,9
2022-2023,Vladimir Tarasenko,"NYR, STL",F,156.0,416.0,29.0,,282.0,438.0,54.0,98.0,102.0,64.0,58.0,233.0,,66.0,Second Line,69,1159.2166666667,18,16,30,1991-12-13,RUS,RUS,73,228,2010,1,16,16
2022-2023,Vladislav Namestnikov,"TBL, WPG",F,315.0,89.0,238.0,163.0,236.0,91.0,336.0,257.0,215.0,343.0,259.0,167.0,216.0,317.0,Bottom 6,77,972.06666666667,8,8,29,1992-11-22,RUS,RUS,72,179,2011,1,27,27
2022-2023,Wade Allison,PHI,F,254.0,6.0,,,319.0,77.0,198.0,150.0,274.0,309.0,417.0,47.0,,230.0,Bottom 6,60,773.68333333333,9,2,24,1997-10-14,CAN,CAN,74,205,2016,2,22,52
2022-2023,Walker Duehr,CGY,F,26.0,218.0,,,113.0,155.0,53.0,72.0,96.0,70.0,332.0,53.0,,269.0,Bottom 6,27,275.3,7,4,24,1997-11-23,USA,USA,74,210,-,-,-,-
2022-2023,Warren Foegele,EDM,F,76.0,94.0,,203.0,126.0,62.0,109.0,135.0,213.0,170.0,209.0,125.0,,266.0,Bottom 6,67,851.01666666667,13,10,26,1996-04-01,CAN,CAN,74,198,2014,3,7,67
2022-2023,William Carrier,VGK,F,49.0,84.0,,,121.0,92.0,63.0,77.0,293.0,160.0,219.0,36.0,,236.0,Bottom 6,56,704.76666666667,16,8,27,1994-12-20,CAN,CAN,74,218,2013,2,27,57
2022-2023,William Karlsson,VGK,F,154.0,121.0,77.0,48.0,65.0,137.0,246.0,256.0,255.0,154.0,75.0,381.0,30.0,143.0,Second Line,82,1432.45,14,19,29,1993-01-08,SWE,SWE,72,190,2011,2,23,53
2022-2023,William Nylander,TOR,F,11.0,194.0,8.0,,20.0,236.0,22.0,20.0,28.0,21.0,211.0,444.0,,22.0,First Line,82,1520.45,40,27,26,1996-05-01,CAN,SWE,72,204,2014,1,8,8
2022-2023,Wyatt Johnston,DAL,F,182.0,363.0,200.0,,152.0,348.0,209.0,130.0,184.0,252.0,413.0,437.0,162.0,197.0,Bottom 6,82,1269.5,24,10,19,2003-05-14,CAN,CAN,73,185,2021,1,23,23
2022-2023,Yakov Trenin,NSH,F,270.0,222.0,,112.0,312.0,165.0,199.0,226.0,406.0,358.0,379.0,75.0,,289.0,Bottom 6,77,1166.3,12,9,25,1997-01-13,RUS,RUS,74,201,2015,2,25,55
2022-2023,Yanni Gourde,SEA,F,163.0,48.0,263.0,12.0,178.0,47.0,305.0,224.0,208.0,123.0,171.0,207.0,74.0,153.0,Second Line,81,1387.8833333333,14,17,30,1991-12-15,CAN,CAN,69,174,-,-,-,-
2022-2023,Yegor Chinakhov,CBJ,F,371.0,371.0,276.0,,398.0,401.0,206.0,375.0,162.0,294.0,353.0,236.0,,318.0,Bottom 6,30,397.56666666667,4,4,21,2001-02-01,RUS,RUS,73,204,2020,1,21,21
2022-2023,Yegor Sharangovich,NJD,F,162.0,310.0,269.0,47.0,127.0,213.0,167.0,154.0,77.0,238.0,97.0,421.0,,204.0,Bottom 6,75,1081.3666666667,13,11,24,1998-06-06,BLR,BLR,74,196,2018,5,17,141
2022-2023,Zach Aston-Reese,TOR,F,382.0,28.0,,8.0,378.0,46.0,310.0,344.0,410.0,413.0,362.0,35.0,,369.0,Bottom 6,77,841.43333333333,10,2,28,1994-08-10,USA,USA,73,205,-,-,-,-
2022-2023,Zach Hyman,EDM,F,30.0,297.0,53.0,173.0,28.0,232.0,60.0,26.0,100.0,91.0,167.0,275.0,,43.0,First Line,79,1591.9,36,27,30,1992-06-09,CAN,CAN,73,211,2010,5,3,123
2022-2023,Zach Parise,NYI,F,180.0,261.0,147.0,119.0,166.0,363.0,178.0,144.0,302.0,218.0,223.0,276.0,,186.0,Second Line,82,1323.6166666667,21,10,38,1984-07-28,USA,USA,71,195,2003,1,17,17
